"module name","license","repository"
"@sentry/core@8.45.1","MIT","https://github.com/getsentry/sentry-javascript"
"@sentry/vite-plugin@2.22.7","MIT","https://github.com/getsentry/sentry-javascript-bundler-plugins"
"@sentry/vue@8.45.1","MIT","https://github.com/getsentry/sentry-javascript"
"@vue/compiler-core@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/compiler-dom@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/devtools-api@6.6.4","MIT","https://github.com/vuejs/vue-devtools"
"@vue/reactivity@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.5.13","MIT","https://github.com/vuejs/core"
"@vue/shared@3.5.13","MIT","https://github.com/vuejs/core"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"acorn@8.14.0","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.24.2","MIT","https://github.com/browserslist/browserslist"
"caniuse-lite@1.0.30001688","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.0","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"dotenv@16.4.7","BSD-2-Clause","https://github.com/motdotla/dotenv"
"electron-to-chromium@1.5.73","ISC","https://github.com/kilian/electron-to-chromium"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"glob@9.3.5","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-core-module@2.16.0","MIT","https://github.com/inspect-js/is-core-module"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"license-checker@25.0.1","BSD-3-Clause","https://github.com/davglass/license-checker"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"magic-string@0.30.15","MIT","https://github.com/rich-harris/magic-string"
"magic-string@0.30.8","MIT","https://github.com/rich-harris/magic-string"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@8.0.4","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"minipass@4.2.8","ISC","https://github.com/isaacs/minipass"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.8","MIT","https://github.com/ai/nanoid"
"node-fetch@2.7.0","MIT","https://github.com/bitinn/node-fetch"
"node-releases@2.0.19","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pinia@2.3.0","MIT","https://github.com/vuejs/pinia"
"postcss@8.4.49","MIT","https://github.com/postcss/postcss"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"resolve@1.22.9","MIT","https://github.com/browserify/resolve"
"semver@5.7.2","ISC","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.5.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.20","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"tr46@0.0.3","MIT","https://github.com/Sebmaster/tr46.js"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"typescript@5.6.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"unplugin@1.0.1","MIT","https://github.com/unjs/unplugin"
"update-browserslist-db@1.1.1","MIT","https://github.com/browserslist/update-db"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"vue-demi@0.14.10","MIT","https://github.com/antfu/vue-demi"
"vue-router@4.5.0","MIT","https://github.com/vuejs/router"
"vue@3.5.13","MIT","https://github.com/vuejs/core"
"webidl-conversions@3.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webpack-sources@3.2.3","MIT","https://github.com/webpack/webpack-sources"
"webpack-virtual-modules@0.5.0","MIT","https://github.com/sysgears/webpack-virtual-modules"
"whatwg-url@5.0.0","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
